wafer_id,run_index,t_s,step,rf_power_W,chamber_pressure_mTorr,gas_flow_sccm,oes_endpoint_au,wall_temp_C
W0135,135,49,main_etch,739.4451,10.2182,113.9793,0.9855,71.8780
W0135,135,50,main_etch,741.4277,10.2434,113.6166,0.9634,71.5942
W0135,135,51,main_etch,741.7441,10.3438,113.5057,0.9948,71.7829
W0135,135,52,main_etch,738.3752,10.2763,114.7740,0.9903,71.7506
W0135,135,53,main_etch,738.8510,10.2504,114.3404,0.9716,71.5490
W0135,135,54,main_etch,740.5156,10.2840,114.6588,0.9753,71.5472
W0135,135,55,main_etch,740.4156,10.2680,113.7353,0.9704,71.8252
W0135,135,56,main_etch,742.0108,10.3729,114.8064,0.9694,71.8908
W0135,135,57,main_etch,735.7004,10.2742,113.6579,0.9750,71.7848
W0135,135,58,main_etch,742.5908,10.2983,115.1893,0.9612,71.8582
W0135,135,59,main_etch,737.0692,10.2782,114.7495,0.9397,71.6433
W0135,135,60,main_etch,741.7019,10.3008,114.8630,0.9449,71.9490
W0135,135,61,main_etch,739.8416,10.2047,114.3891,0.9440,71.4198
W0135,135,62,main_etch,742.1582,10.3637,115.9195,0.9450,71.6791
W0135,135,63,main_etch,740.1504,10.3547,114.2682,0.9495,71.7786
W0135,135,64,main_etch,740.3639,10.2874,114.1787,0.9524,71.8984
W0135,135,65,main_etch,744.2918,10.2810,113.8473,0.9504,71.5725
W0135,135,66,main_etch,742.0738,10.3272,115.1804,0.9494,71.8754
W0135,135,67,main_etch,740.5867,10.2403,114.5140,0.9604,71.6928
W0135,135,68,main_etch,742.6997,10.2644,114.4450,0.9288,71.7023
W0135,135,69,main_etch,740.4289,10.2948,112.7586,0.9303,71.9176
W0135,135,70,main_etch,740.6064,10.2409,114.7698,0.9301,71.9652
W0135,135,71,main_etch,741.8829,10.2883,115.4915,0.9283,71.6879
W0135,135,72,main_etch,742.6425,10.2316,115.2812,0.9127,71.8924
W0135,135,73,main_etch,744.3199,10.2866,113.7682,0.9367,71.9994
W0135,135,74,main_etch,741.8244,10.3453,114.0769,0.9124,71.6655
W0135,135,75,overetch,716.1793,10.1886,117.2853,0.7096,72.3088
W0135,135,76,overetch,711.3099,10.0329,117.3946,0.7159,72.8311
W0135,135,77,overetch,715.4232,10.1003,117.6923,0.7270,72.4462
W0135,135,78,overetch,708.5781,10.1298,115.7613,0.7073,72.1241
W0135,135,79,overetch,710.5603,10.0737,116.3656,0.7192,72.2912
W0135,135,80,overetch,711.6647,10.1373,118.5819,0.7149,72.4910
W0135,135,81,overetch,710.8967,9.9897,117.2199,0.7220,72.0674
W0135,135,82,overetch,718.6409,10.1616,115.8607,0.7197,72.6217
W0135,135,83,overetch,712.5851,10.1102,117.7788,0.7229,72.5919
W0135,135,84,overetch,708.1983,10.0524,116.9132,0.7046,72.3491
W0135,135,85,overetch,710.8646,10.0296,116.2860,0.7116,72.5528
W0135,135,86,overetch,714.8955,9.9947,116.3941,0.6944,72.4408
W0135,135,87,overetch,709.9182,10.0827,116.5994,0.7217,72.4886
W0135,135,88,overetch,712.9728,10.0962,117.5129,0.7022,72.6095
W0135,135,89,overetch,709.7852,10.0312,116.7453,0.7018,72.5521
W0135,135,90,overetch,712.5585,10.0825,118.0364,0.7185,72.2240
W0135,135,91,overetch,711.6389,10.0840,116.5252,0.7137,72.3244
W0135,135,92,overetch,709.2108,10.1118,116.4341,0.7105,72.3613
W0135,135,93,overetch,710.9636,10.0361,117.8003,0.7073,72.4602
W0135,135,94,overetch,713.6063,10.1190,116.8332,0.6973,72.4302
W0135,135,95,overetch,713.0824,10.0847,117.6061,0.6838,72.2990
W0135,135,96,overetch,713.4821,10.0219,117.2339,0.7018,72.7090
W0135,135,97,overetch,710.4856,10.1601,118.6340,0.6923,72.5649
W0135,135,98,overetch,707.7751,10.1302,117.2476,0.6815,72.3727
W0135,135,99,overetch,714.2006,10.1226,116.9236,0.6996,72.4363
W0152,152,0,stabilize,690.9741,9.7477,114.4823,0.5785,64.1982
W0152,152,1,stabilize,683.7764,9.6275,115.7858,0.5629,64.0689
W0152,152,2,stabilize,690.1172,9.6824,114.5934,0.5676,63.9473
W0152,152,3,stabilize,687.5956,9.6471,114.6437,0.5600,64.2135
W0152,152,4,stabilize,690.3252,9.7180,114.3293,0.5629,64.3901
W0152,152,5,stabilize,693.4276,9.6567,116.0777,0.5758,64.2893
W0152,152,6,stabilize,688.2734,9.7555,114.7156,0.5496,64.3198
W0152,152,7,stabilize,690.6769,9.6968,116.1140,0.5641,64.0359
W0152,152,8,stabilize,686.4499,9.6983,115.9386,0.5640,64.2189
W0152,152,9,stabilize,690.9713,9.7597,116.6516,0.5558,64.0479
W0152,152,10,stabilize,684.7562,9.7080,114.6107,0.5417,64.1461
W0152,152,11,stabilize,687.3340,9.7106,115.4885,0.5490,64.1951
W0152,152,12,stabilize,684.9738,9.6602,114.9564,0.5461,64.3447
W0152,152,13,stabilize,690.3704,9.6618,115.2143,0.5583,64.4623
W0152,152,14,stabilize,686.5916,9.7254,115.3516,0.5502,64.1723
W0152,152,15,stabilize,688.5103,9.6635,115.4042,0.5364,63.9616
W0152,152,16,stabilize,691.1493,9.5825,115.3340,0.5535,64.2771
W0152,152,17,stabilize,687.0836,9.6881,114.6955,0.5443,64.2871
W0152,152,18,stabilize,688.1495,9.7140,114.4439,0.5369,64.3266
W0152,152,19,stabilize,685.3124,9.7149,114.3112,0.5442,64.1420
W0152,152,20,main_etch,760.1390,9.2210,114.6127,1.0907,64.9354
W0152,152,21,main_etch,767.5592,9.0730,115.5406,1.0954,64.5910
W0152,152,22,main_etch,766.2407,9.2378,115.6797,1.0994,64.6095
W0152,152,23,main_etch,760.5551,9.2340,116.0973,1.0959,64.7594
W0152,152,24,main_etch,763.9687,9.1795,113.3312,1.0863,64.8780
W0152,152,25,main_etch,764.5484,9.1737,116.2543,1.0690,64.8220
W0152,152,26,main_etch,767.9101,9.2192,114.4614,1.0686,64.5291
W0152,152,27,main_etch,767.4753,9.2186,115.1582,1.0715,64.6429
W0152,152,28,main_etch,764.3621,9.2569,114.6437,1.0445,64.8261
W0152,152,29,main_etch,761.2683,9.3170,115.6922,1.0769,65.0637
W0152,152,30,main_etch,763.5737,9.2488,115.7072,1.0673,64.8933
W0152,152,31,main_etch,768.3325,9.2117,115.6313,1.0573,64.6857
W0152,152,32,main_etch,767.4074,9.1854,116.1419,1.0673,64.6799
W0152,152,33,main_etch,764.5277,9.2121,115.7118,1.0546,64.5757
W0152,152,34,main_etch,763.6721,9.1873,115.5025,1.0668,64.9063
W0152,152,35,main_etch,768.6499,9.2625,113.3956,1.0437,64.8483
W0152,152,36,main_etch,764.1835,9.1789,116.5401,1.0535,64.7044
W0152,152,37,main_etch,765.5422,9.3734,114.9898,1.0446,64.8476
W0152,152,38,main_etch,764.2420,9.1754,114.9430,1.0275,64.7163
W0152,152,39,main_etch,764.7673,9.3160,115.0153,1.0526,65.1438
W0152,152,40,main_etch,763.3860,9.2605,115.8611,1.0261,64.8848
W0152,152,41,main_etch,759.3292,9.1572,114.9624,1.0326,64.8514
W0152,152,42,main_etch,759.7892,9.3534,115.7741,1.0478,64.7751
W0152,152,43,main_etch,762.6991,9.1401,115.2359,1.0215,64.9852
W0152,152,44,main_etch,764.3995,9.2930,116.2067,1.0344,64.7832
W0152,152,45,main_etch,765.9736,9.3183,114.3453,1.0137,64.7897
W0152,152,46,main_etch,759.8005,9.1948,115.2357,1.0123,64.7183
W0152,152,47,main_etch,770.9967,9.2793,115.9530,1.0088,64.8007
W0152,152,48,main_etch,762.7745,9.2721,115.2562,1.0014,64.8643
W0152,152,49,main_etch,766.0585,9.2078,116.7421,0.9934,64.7472
W0152,152,50,main_etch,765.3931,9.2198,115.5855,1.0005,65.1005
W0152,152,51,main_etch,763.9780,9.1724,114.8534,0.9814,64.6598
W0152,152,52,main_etch,767.6147,9.3291,117.4524,1.0069,65.1304
W0152,152,53,main_etch,767.7618,9.2136,115.0710,0.9821,65.0103
W0152,152,54,main_etch,762.0773,9.2088,116.3116,0.9929,64.8080
W0152,152,55,main_etch,764.6833,9.2554,115.1088,0.9994,65.0524
W0152,152,56,main_etch,765.0659,9.1997,115.9170,0.9782,64.9963
W0152,152,57,main_etch,765.6771,9.2108,116.6249,0.9789,64.9573
W0152,152,58,main_etch,766.2850,9.2548,114.1185,0.9648,64.7017
W0152,152,59,main_etch,768.0905,9.2127,113.8284,0.9790,64.9643
W0152,152,60,main_etch,764.2516,9.2900,114.7910,0.9768,65.1041
W0152,152,61,main_etch,763.6153,9.2083,115.6255,0.9706,64.9353
W0152,152,62,main_etch,764.9505,9.1942,115.8546,0.9592,65.0767
W0152,152,63,main_etch,761.2069,9.2180,116.5149,0.9859,64.8791
W0152,152,64,main_etch,765.2156,9.1593,114.5319,0.9714,65.2096
W0152,152,65,main_etch,769.0490,9.3203,114.3737,0.9441,65.0344
W0152,152,66,main_etch,763.0084,9.2245,114.6258,0.9566,64.8348
W0152,152,67,main_etch,766.5307,9.1858,114.6334,0.9311,64.8279
W0152,152,68,main_etch,762.5817,9.2125,115.6774,0.9510,65.2375
W0152,152,69,main_etch,762.1113,9.2562,116.6469,0.9286,65.1716
W0152,152,70,main_etch,760.2501,9.2991,115.3387,0.9381,65.1277
W0152,152,71,main_etch,765.7335,9.2705,114.8980,0.9300,65.0618
W0152,152,72,main_etch,762.1956,9.2580,115.6800,0.9326,65.2128
W0152,152,73,main_etch,762.8382,9.2208,115.2097,0.9362,65.2218
W0152,152,74,main_etch,761.8976,9.2586,115.7469,0.9203,65.0028
W0152,152,75,overetch,733.8544,8.9725,117.9597,0.7311,65.4236
W0152,152,76,overetch,735.7087,8.9966,118.4074,0.7494,65.1945
W0152,152,77,overetch,736.9397,9.0003,117.2711,0.7430,65.5859
W0152,152,78,overetch,734.6300,9.0258,118.0070,0.7584,65.4293
W0152,152,79,overetch,732.9031,9.1339,116.9832,0.7417,65.4371
W0152,152,80,overetch,733.4438,8.9760,115.8929,0.7102,65.7622
W0152,152,81,overetch,731.6493,8.9843,116.9682,0.7429,65.8850
W0152,152,82,overetch,735.7906,8.9555,117.1643,0.7456,65.4094
W0152,152,83,overetch,734.6797,9.0030,117.5448,0.7381,65.4968
W0152,152,84,overetch,731.2334,9.0569,117.0411,0.7361,65.3733
W0152,152,85,overetch,729.8451,9.0280,118.0945,0.7317,65.5999
W0152,152,86,overetch,735.3764,9.0120,119.0606,0.7342,65.5093
W0152,152,87,overetch,728.9695,9.0262,116.8294,0.7285,65.5510
W0152,152,88,overetch,734.5914,9.1278,118.0426,0.7546,65.7226
W0152,152,89,overetch,730.4296,9.0541,116.8091,0.7275,65.6484
W0152,152,90,overetch,730.3672,8.9965,115.9991,0.7272,65.4327
W0152,152,91,overetch,735.9388,9.0137,119.5312,0.7390,65.5291
W0152,152,92,overetch,731.8190,8.9425,116.8382,0.7111,65.5375
W0152,152,93,overetch,733.6827,9.0045,117.8228,0.7280,65.4482
W0152,152,94,overetch,733.0472,9.1488,119.5623,0.7220,65.4843
W0152,152,95,overetch,734.3144,9.1168,116.3508,0.7059,65.7080
W0152,152,96,overetch,729.1795,8.9734,118.0422,0.7096,65.6227
W0152,152,97,overetch,731.1815,9.1308,118.1281,0.7293,65.4380
W0152,152,98,overetch,730.5075,9.0779,118.0415,0.7086,65.6236
W0152,152,99,overetch,728.9409,9.0412,117.5862,0.7046,65.7059
W0166,166,0,stabilize,685.1033,9.7355,115.1490,0.5932,62.1764
W0166,166,1,stabilize,683.2814,9.6856,115.9920,0.5756,62.1049
W0166,166,2,stabilize,680.9241,9.6417,115.0844,0.5929,62.0707
W0166,166,3,stabilize,689.1440,9.6188,116.6102,0.5914,62.0248
W0166,166,4,stabilize,684.7429,9.7123,117.2261,0.5852,61.7878
W0166,166,5,stabilize,683.4519,9.7239,115.7867,0.5625,61.9078
W0166,166,6,stabilize,683.0716,9.6050,116.5964,0.5931,62.0447
W0166,166,7,stabilize,685.4264,9.6662,116.7450,0.5714,61.9820
W0166,166,8,stabilize,682.4096,9.6952,117.1300,0.6055,62.2389
W0166,166,9,stabilize,684.2158,9.6597,118.0235,0.5896,62.0573
W0166,166,10,stabilize,686.5590,9.6098,116.7105,0.5752,62.3433
W0166,166,11,stabilize,684.9653,9.7301,116.4244,0.5826,62.0200
W0166,166,12,stabilize,682.8019,9.6492,116.1447,0.6070,62.4320
W0166,166,13,stabilize,685.2488,9.6466,115.8231,0.5898,61.6871
W0166,166,14,stabilize,685.5358,9.6876,116.2057,0.5851,62.1779
W0166,166,15,stabilize,686.8214,9.7362,118.0545,0.5775,62.1314
W0166,166,16,stabilize,685.4066,9.6778,117.0189,0.5844,62.4046
W0166,166,17,stabilize,686.0107,9.7357,117.2308,0.5737,62.1949
W0166,166,18,stabilize,682.3128,9.6575,117.2286,0.5856,61.9750
W0166,166,19,stabilize,682.9658,9.6740,117.7919,0.5778,62.3290
W0166,166,20,main_etch,759.8592,9.1482,116.6497,1.0980,62.6496
W0166,166,21,main_etch,766.2056,9.2402,116.0598,1.0907,62.4993
W0166,166,22,main_etch,765.3266,9.1806,117.2911,1.1029,62.5026
W0166,166,23,main_etch,767.0222,9.1993,116.0078,1.0932,62.3280
W0166,166,24,main_etch,762.7797,9.1585,118.4735,1.0746,62.4775
W0166,166,25,main_etch,761.6125,9.1364,116.4819,1.0622,62.6095
W0166,166,26,main_etch,761.7853,9.1866,117.0825,1.0884,62.4054
W0166,166,27,main_etch,757.1700,9.2010,116.7567,1.0806,62.6566
W0166,166,28,main_etch,764.0192,9.2144,116.0833,1.0727,62.5922
W0166,166,29,main_etch,760.4805,9.3274,116.5917,1.1023,62.6891
W0166,166,30,main_etch,761.5105,9.2891,116.7629,1.0594,62.6039
W0166,166,31,main_etch,762.8964,9.2618,116.6213,1.0694,62.6139
W0166,166,32,main_etch,761.4871,9.2554,117.0020,1.0774,62.7113
W0166,166,33,main_etch,764.2969,9.2306,115.7333,1.0805,62.5609
W0166,166,34,main_etch,762.7094,9.2550,116.9396,1.0739,62.4037
W0166,166,35,main_etch,761.7168,9.2334,115.5618,1.0777,62.9223
W0166,166,36,main_etch,759.6563,9.2310,115.5910,1.0830,62.5959
W0166,166,37,main_etch,763.5677,9.2464,116.6024,1.0948,62.4716
W0166,166,38,main_etch,758.4136,9.1561,117.4546,1.0641,62.4014
W0166,166,39,main_etch,762.0114,9.2357,116.0754,1.0696,62.7202
W0166,166,40,main_etch,759.7717,9.1532,115.0624,1.0754,62.5797
W0166,166,41,main_etch,761.9513,9.2670,116.5398,1.0574,62.2807
W0166,166,42,main_etch,759.0678,9.1902,117.0959,1.0653,62.5622
W0166,166,43,main_etch,757.9098,9.2146,116.2483,1.0740,62.7109
W0166,166,44,main_etch,762.1251,9.1273,115.7587,1.0795,62.4798
W0166,166,45,main_etch,760.5619,9.2473,117.2981,1.0748,62.7764
W0166,166,46,main_etch,765.9380,9.2826,116.4869,1.0534,62.5723
W0166,166,47,main_etch,760.1297,9.1055,117.7257,1.0547,62.7032
W0166,166,48,main_etch,760.6257,9.2130,117.5805,1.0543,62.7276
W0166,166,49,main_etch,760.4646,9.1983,117.4330,1.0532,62.7064
W0166,166,50,main_etch,760.0239,9.2423,116.8346,1.0379,62.5988
W0166,166,51,main_etch,757.8333,9.1937,116.3014,1.0451,62.8056
W0166,166,52,main_etch,762.3106,9.2107,117.2558,1.0580,62.7841
W0166,166,53,main_etch,758.6209,9.1963,115.5553,1.0367,62.9037
W0166,166,54,main_etch,766.2234,9.3124,116.7685,1.0503,62.6334
W0166,166,55,main_etch,759.6388,9.1737,116.9736,1.0465,62.6329
W0166,166,56,main_etch,761.9584,9.1847,116.3188,1.0461,62.5767
W0166,166,57,main_etch,761.3651,9.2545,116.4233,1.0595,62.6673
W0166,166,58,main_etch,761.2050,9.2291,116.2371,1.0453,62.6078
W0166,166,59,main_etch,759.0127,9.1844,117.5988,1.0285,62.9748
W0166,166,60,main_etch,759.7188,9.2220,116.3786,1.0249,62.7577
W0166,166,61,main_etch,760.2314,9.1856,115.3571,1.0426,63.0477
W0166,166,62,main_etch,760.8577,9.2091,116.1935,1.0543,62.9184
W0166,166,63,main_etch,760.8426,9.2085,115.7596,1.0383,62.7491
W0166,166,64,main_etch,760.1782,9.2011,115.9569,1.0490,62.9137
W0166,166,65,main_etch,759.4344,9.1964,116.4761,1.0319,63.0113
W0166,166,66,main_etch,760.7420,9.2605,115.4006,1.0256,62.9085
W0166,166,67,main_etch,760.3880,9.1409,117.7097,1.0371,62.8887
W0166,166,68,main_etch,761.4928,9.1947,118.0130,1.0381,62.8674
W0166,166,69,main_etch,759.9432,9.2074,115.7479,1.0515,62.6711
W0166,166,70,main_etch,760.7214,9.1846,115.9494,1.0373,62.8269
W0166,166,71,main_etch,761.1769,9.2001,115.2159,1.0361,62.8359
W0166,166,72,main_etch,761.1654,9.2965,116.0932,1.0385,63.0736
W0166,166,73,main_etch,765.5511,9.1785,117.3307,1.0294,63.0481
W0166,166,74,main_etch,757.3492,9.2210,116.1533,1.0149,63.2061
W0166,166,75,overetch,733.4694,9.0123,117.7775,0.7671,63.2772
W0166,166,76,overetch,733.9078,9.1136,118.3559,0.7577,63.1224
W0166,166,77,overetch,732.5126,9.0102,119.7075,0.7699,63.2611
W0166,166,78,overetch,727.2621,9.0180,118.6672,0.7761,63.3744
W0166,166,79,overetch,731.6922,9.0094,119.2826,0.7758,63.1279
W0166,166,80,overetch,734.7261,9.0102,119.4014,0.7545,63.1006
W0166,166,81,overetch,731.9116,8.9758,117.9735,0.7541,63.1475
W0166,166,82,overetch,729.4508,9.0965,118.5748,0.7684,63.3420
W0166,166,83,overetch,732.5298,9.0337,118.5921,0.7563,63.2285
W0166,166,84,overetch,727.2648,9.0738,120.5811,0.7504,63.3030
W0166,166,85,overetch,733.1268,8.9891,118.5302,0.7558,63.3649
W0166,166,86,overetch,736.1880,8.9872,117.8920,0.7743,63.3348
W0166,166,87,overetch,733.9075,9.0803,118.6448,0.7651,63.2456
W0166,166,88,overetch,732.6366,9.0294,118.6155,0.7665,63.4746
W0166,166,89,overetch,731.4566,9.0121,118.6748,0.7761,63.1994
W0166,166,90,overetch,736.7276,9.0495,118.7745,0.7610,63.3790
W0166,166,91,overetch,731.6983,9.0135,118.5112,0.7642,63.2308
W0166,166,92,overetch,732.9883,9.0349,119.1601,0.7649,63.7320
W0166,166,93,overetch,730.6480,9.0359,120.0062,0.7560,63.3044
W0166,166,94,overetch,727.8882,9.0370,119.1809,0.7669,63.3429
W0166,166,95,overetch,731.1048,9.0575,118.5528,0.7389,63.3431
W0166,166,96,overetch,728.7611,9.1194,119.1114,0.7443,63.5206
W0166,166,97,overetch,729.2842,9.1006,118.5597,0.7665,63.3013
W0166,166,98,overetch,731.8843,9.0635,118.7671,0.7641,63.5578
W0166,166,99,overetch,728.4757,9.0600,118.8894,0.7478,63.4476
W0211,211,0,stabilize,677.9163,11.0148,119.0156,0.5180,67.9290
W0211,211,1,stabilize,677.4192,11.0084,119.0045,0.5001,68.0905
W0211,211,2,stabilize,675.2612,10.9632,118.4125,0.5174,67.9140
W0211,211,3,stabilize,682.7969,10.9846,120.6925,0.5087,68.1258
W0211,211,4,stabilize,683.3755,10.9655,118.9419,0.4965,67.8641
W0211,211,5,stabilize,678.2904,11.0095,119.9634,0.5165,67.8564
W0211,211,6,stabilize,673.7703,11.0391,120.3841,0.5130,67.7366
W0211,211,7,stabilize,677.9186,10.9751,120.2668,0.4995,67.9907
W0211,211,8,stabilize,678.9100,10.9286,121.8018,0.5093,67.8710
W0211,211,9,stabilize,675.0159,11.0163,120.5689,0.5016,67.7862
W0211,211,10,stabilize,677.2446,10.9892,118.0748,0.4922,67.8797
W0211,211,11,stabilize,682.3972,10.9855,119.3023,0.4968,67.8687
W0211,211,12,stabilize,677.7121,10.9932,119.2354,0.5074,67.8331
W0211,211,13,stabilize,678.7281,11.0341,118.9621,0.4867,68.0453
W0211,211,14,stabilize,677.0536,10.9733,120.4552,0.4945,67.9530
W0211,211,15,stabilize,678.5309,10.9728,119.5202,0.5017,67.9551
W0211,211,16,stabilize,674.7393,10.9347,119.4342,0.5078,67.9894
W0211,211,17,stabilize,681.2165,11.0230,119.3098,0.5078,67.7914
W0211,211,18,stabilize,680.7066,10.9967,118.9304,0.4963,67.7489
W0211,211,19,stabilize,678.8871,11.0306,119.2668,0.5029,67.8141
W0211,211,20,main_etch,756.9286,10.4725,119.9192,0.9433,68.4712
W0211,211,21,main_etch,755.0682,10.4433,120.1945,0.9286,68.5041
W0211,211,22,main_etch,752.5587,10.5289,119.4175,0.9326,68.4507
W0211,211,23,main_etch,751.8719,10.5319,119.1081,0.9499,68.6762
W0211,211,24,main_etch,757.7973,10.3897,118.3269,0.9290,68.4764
W0211,211,25,main_etch,756.0263,10.4362,121.8624,0.9308,68.6056
W0211,211,26,main_etch,754.7659,10.4398,119.1920,0.9329,68.8223
W0211,211,27,main_etch,756.4729,10.3862,119.5019,0.9238,68.6322
W0211,211,28,main_etch,752.1510,10.4468,120.2919,0.9270,68.7174
W0211,211,29,main_etch,755.7712,10.4946,118.4499,0.9389,68.5036
W0211,211,30,main_etch,755.8495,10.4228,118.8394,0.9444,68.4696
W0211,211,31,main_etch,753.6569,10.4310,118.7830,0.9358,68.6484
W0211,211,32,main_etch,749.5003,10.3966,120.0141,0.9319,68.4785
W0211,211,33,main_etch,755.6204,10.3989,119.3879,0.9330,68.6370
W0211,211,34,main_etch,750.6026,10.4619,117.7293,0.9383,68.6053
W0211,211,35,main_etch,757.8597,10.4258,119.5444,0.9170,68.5545
W0211,211,36,main_etch,754.2587,10.4385,119.8037,0.9380,68.6971
W0211,211,37,main_etch,751.8663,10.4047,118.5273,0.9119,68.4854
W0211,211,38,main_etch,751.1866,10.5585,119.8808,0.9432,68.7742
W0211,211,39,main_etch,750.5906,10.4168,120.7467,0.9305,68.7961
W0211,211,40,main_etch,751.2889,10.4595,120.3014,0.9244,68.7108
W0211,211,41,main_etch,754.6645,10.5015,120.1152,0.9376,68.7524
W0211,211,42,main_etch,749.4805,10.4354,119.5554,0.9171,68.5027
W0211,211,43,main_etch,751.6775,10.4196,118.5882,0.9292,68.5726
W0211,211,44,main_etch,754.0299,10.4806,119.6648,0.9420,68.5131
W0211,211,45,main_etch,751.9103,10.5207,119.6918,0.9168,68.5173
W0211,211,46,main_etch,751.8072,10.4419,119.4892,0.9180,68.6421
W0211,211,47,main_etch,750.3064,10.3827,119.8805,0.9102,68.8159
W0211,211,48,main_etch,757.1258,10.4467,119.7784,0.9196,68.6986
W0211,211,49,main_etch,754.5689,10.5324,121.6695,0.9360,68.5852
W0211,211,50,main_etch,752.7514,10.4351,120.3930,0.9084,68.4847
W0211,211,51,main_etch,755.4538,10.4666,119.7837,0.9218,68.7602
W0211,211,52,main_etch,754.3965,10.3558,119.5080,0.9273,68.6786
W0211,211,53,main_etch,755.0417,10.3286,119.6673,0.9136,68.3134
W0211,211,54,main_etch,754.4070,10.5062,118.4873,0.9099,68.2971
W0211,211,55,main_etch,758.1084,10.4321,120.0800,0.9177,68.5574
W0211,211,56,main_etch,755.8728,10.4677,119.7742,0.8987,68.5589
W0211,211,57,main_etch,753.2242,10.4690,118.3237,0.9172,68.6430
W0211,211,58,main_etch,757.2923,10.5002,119.3955,0.9164,68.6261
W0211,211,59,main_etch,752.2040,10.4966,120.8368,0.9053,68.6437
W0211,211,60,main_etch,751.4461,10.4469,118.7287,0.9173,68.4792
W0211,211,61,main_etch,753.7636,10.3784,118.9355,0.9137,68.5247
W0211,211,62,main_etch,753.5610,10.4643,120.1949,0.9188,68.5685
W0211,211,63,main_etch,753.5059,10.4552,119.5719,0.9121,68.9777
W0211,211,64,main_etch,759.3148,10.4614,119.8418,0.9080,68.6825
W0211,211,65,main_etch,755.7737,10.4075,119.0252,0.8993,68.8553
W0211,211,66,main_etch,753.5311,10.5107,119.9554,0.9040,68.4629
W0211,211,67,main_etch,754.4638,10.5414,119.1057,0.9171,68.5066
W0211,211,68,main_etch,755.2470,10.5047,119.0972,0.9124,68.6708
W0211,211,69,main_etch,754.1477,10.3261,119.8503,0.8988,68.7911
W0211,211,70,main_etch,750.2584,10.4436,119.4730,0.9146,68.7335
W0211,211,71,main_etch,750.9238,10.5249,119.6203,0.9068,68.6284
W0211,211,72,main_etch,752.7865,10.4563,119.1995,0.9044,68.4922
W0211,211,73,main_etch,756.5635,10.5088,119.2429,0.9067,68.4402
W0211,211,74,main_etch,756.7432,10.4574,120.3987,0.8910,68.5962
W0211,211,75,overetch,721.2421,10.2299,122.7057,0.6734,69.0412
W0211,211,76,overetch,724.4498,10.3304,120.9199,0.6597,69.1438
W0211,211,77,overetch,720.9216,10.2446,122.0006,0.6597,69.2762
W0211,211,78,overetch,723.6931,10.3346,122.4317,0.6677,69.3110
W0211,211,79,overetch,725.2747,10.2983,121.9902,0.6683,69.3376
W0211,211,80,overetch,722.7670,10.2636,121.5000,0.6679,69.1269
W0211,211,81,overetch,724.4300,10.2989,121.6318,0.6655,69.2648
W0211,211,82,overetch,727.2367,10.1815,121.6376,0.6741,69.0771
W0211,211,83,overetch,722.5876,10.2387,123.0262,0.6581,69.2748
W0211,211,84,overetch,724.4401,10.2391,120.7567,0.6561,69.2472
W0211,211,85,overetch,725.3421,10.1760,122.3688,0.6579,69.3204
W0211,211,86,overetch,725.5019,10.2301,121.7359,0.6773,69.4873
W0211,211,87,overetch,723.3005,10.3209,121.2496,0.6536,69.6608
W0211,211,88,overetch,727.8575,10.1180,121.9549,0.6433,69.1349
W0211,211,89,overetch,723.9426,10.2966,121.1011,0.6495,69.3313
W0211,211,90,overetch,722.3647,10.2813,120.6910,0.6589,69.0866
W0211,211,91,overetch,724.4921,10.2431,121.9578,0.6588,69.2484
W0211,211,92,overetch,722.0508,10.2288,121.3925,0.6532,69.2564
W0211,211,93,overetch,721.3207,10.2257,122.2486,0.6579,69.3389
W0211,211,94,overetch,723.8636,10.1834,122.6433,0.6793,69.0511
W0211,211,95,overetch,727.0833,10.2855,122.0959,0.6540,69.1194
W0211,211,96,overetch,720.0457,10.2871,120.9364,0.6696,69.1131
W0211,211,97,overetch,722.1513,10.2568,122.9911,0.6667,69.3962
W0211,211,98,overetch,720.3391,10.2187,121.9736,0.6573,69.3743
W0211,211,99,overetch,725.2897,10.2081,121.7734,0.6490,69.3197
W0235,235,0,stabilize,671.0511,11.0137,123.8933,0.5342,61.4271
W0235,235,1,stabilize,676.1046,10.9654,124.5220,0.5103,61.5921
W0235,235,2,stabilize,673.0048,10.9377,124.0123,0.5073,61.1140
W0235,235,3,stabilize,673.1496,10.9935,125.2925,0.5237,61.5316
W0235,235,4,stabilize,671.7326,10.9551,124.4560,0.5175,61.6135
W0235,235,5,stabilize,673.1091,10.9668,124.7159,0.5232,61.3450
W0235,235,6,stabilize,676.1959,10.9252,125.0531,0.5310,61.2565
W0235,235,7,stabilize,671.0360,10.9791,124.1323,0.5393,61.6553
W0235,235,8,stabilize,673.9404,11.0702,126.0443,0.5307,61.4091
W0235,235,9,stabilize,668.5418,10.9817,123.7679,0.5471,61.5646
W0235,235,10,stabilize,669.0283,10.8892,126.0351,0.5281,61.5263
W0235,235,11,stabilize,670.6507,11.0665,124.5601,0.5255,61.8616
W0235,235,12,stabilize,669.7641,11.0441,126.0349,0.5484,61.5005
W0235,235,13,stabilize,674.9584,11.0279,125.6655,0.5499,61.6265
W0235,235,14,stabilize,672.1628,11.0209,124.5269,0.5313,61.6567
W0235,235,15,stabilize,670.6053,11.0221,125.4836,0.5427,61.4195
W0235,235,16,stabilize,672.1570,10.8935,124.3340,0.5430,61.3110
W0235,235,17,stabilize,677.1659,11.0183,125.8331,0.5438,61.4369
