wafer_id,lot_id,run_index,measured_at,metrology_tool,site,cd_measured_nm
W0842,LOT34,842,2026-01-09 02:44:18.293095125,CDSEM-02,centre,44.82
W0844,LOT34,844,2026-01-09 03:18:29.180784632,CDSEM-01,centre,44.817
W0845,LOT34,845,2026-01-09 02:14:50.151868789,CDSEM-02,centre,44.795
W0846,LOT34,846,2026-01-09 00:42:32.936447242,CDSEM-02,centre,44.259
W0847,LOT34,847,2026-01-09 03:32:21.580017626,CDSEM-01,centre,44.298
W0848,LOT34,848,2026-01-09 05:04:27.153315843,CDSEM-02,centre,44.603
W0849,LOT34,849,2026-01-09 03:39:16.196636318,CDSEM-02,centre,44.873
W0852,LOT35,852,2026-01-09 02:19:24.205128720,CDSEM-02,centre,46.898
W0853,LOT35,853,2026-01-09 04:20:41.742060958,CDSEM-01,centre,46.189
W0855,LOT35,855,2026-01-09 02:02:13.634638650,CDSEM-01,centre,47.252
W0856,LOT35,856,2026-01-09 04:17:21.894344755,CDSEM-01,centre,46.675
W0857,LOT35,857,2026-01-09 04:49:52.591588630,CDSEM-01,centre,46.34
W0864,LOT35,864,2026-01-09 04:09:27.165783892,CDSEM-01,centre,46.847
W0867,LOT35,867,2026-01-09 02:50:03.960483537,CDSEM-02,centre,47.719
W0870,LOT35,870,2026-01-09 02:28:29.944082349,CDSEM-02,centre,46.831
W0871,LOT35,871,2026-01-09 06:30:07.096621504,CDSEM-02,centre,47.082
W0874,LOT35,874,2026-01-09 07:59:31.928510343,CDSEM-02,centre,46.668
W0877,LOT36,877,2026-01-09 04:47:32.837525337,CDSEM-01,centre,45.76
W0880,LOT36,880,2026-01-09 08:19:11.154103861,CDSEM-01,centre,45.103
W0883,LOT36,883,2026-01-09 06:54:05.178538614,CDSEM-01,centre,45.404
W0884,LOT36,884,2026-01-09 07:06:43.835223802,CDSEM-02,centre,45.024
W0885,LOT36,885,2026-01-09 04:34:51.202748457,CDSEM-02,centre,45.395
W0887,LOT36,887,2026-01-09 07:48:47.033253782,CDSEM-02,centre,45.382
W0889,LOT36,889,2026-01-09 05:31:36.989863929,CDSEM-01,centre,45.432
W0895,LOT36,895,2026-01-09 07:45:52.334657450,CDSEM-02,centre,45.517
W0897,LOT36,897,2026-01-09 09:57:48.881712201,CDSEM-01,centre,45.224
W0898,LOT36,898,2026-01-09 06:03:51.518028741,CDSEM-02,centre,45.443
W0906,LOT37,906,2026-01-09 06:38:20.919665089,CDSEM-02,centre,44.443
W0907,LOT37,907,2026-01-09 10:06:20.548151124,CDSEM-02,centre,44.073
W0909,LOT37,909,2026-01-09 08:36:39.746137819,CDSEM-02,centre,44.435
W0910,LOT37,910,2026-01-09 10:46:07.648363662,CDSEM-02,centre,44.649
W0912,LOT37,912,2026-01-09 11:33:47.975237941,CDSEM-01,centre,44.291
W0913,LOT37,913,2026-01-09 11:19:21.712535233,CDSEM-02,centre,44.215
W0919,LOT37,919,2026-01-09 07:11:54.028657779,CDSEM-01,centre,44.788
W0920,LOT37,920,2026-01-09 08:54:50.499432329,CDSEM-02,centre,44.699
W0924,LOT37,924,2026-01-09 11:42:50.524787979,CDSEM-02,centre,44.884
W0928,LOT38,928,2026-01-09 09:54:47.108401479,CDSEM-01,centre,45.171
W0931,LOT38,931,2026-01-09 11:11:51.686299690,CDSEM-01,centre,44.782
W0932,LOT38,932,2026-01-09 10:30:40.076894606,CDSEM-02,centre,44.663
W0937,LOT38,937,2026-01-09 13:00:15.597396320,CDSEM-01,centre,44.881
W0938,LOT38,938,2026-01-09 13:55:34.658843223,CDSEM-01,centre,45.313
W0939,LOT38,939,2026-01-09 12:09:29.649091395,CDSEM-02,centre,45.352
W0940,LOT38,940,2026-01-09 10:43:17.500764654,CDSEM-02,centre,45.215
W0944,LOT38,944,2026-01-09 11:11:54.200470038,CDSEM-01,centre,44.894
W0945,LOT38,945,2026-01-09 09:55:24.704568162,CDSEM-01,centre,45.307
W0950,LOT38,950,2026-01-09 10:58:14.516103391,CDSEM-02,centre,45.188
W0953,LOT39,953,2026-01-09 12:55:16.880928837,CDSEM-02,centre,46.55
W0955,LOT39,955,2026-01-09 15:06:51.498596480,CDSEM-02,centre,46.414
W0957,LOT39,957,2026-01-09 15:36:08.107713252,CDSEM-01,centre,46.463
W0963,LOT39,963,2026-01-09 14:24:01.705650840,CDSEM-02,centre,47.034
W0964,LOT39,964,2026-01-09 15:45:28.916287862,CDSEM-01,centre,46.891
W0965,LOT39,965,2026-01-09 12:31:26.345883799,CDSEM-02,centre,47.86
W0966,LOT39,966,2026-01-09 16:34:45.487236810,CDSEM-02,centre,47.338
W0969,LOT39,969,2026-01-09 14:03:39.978535183,CDSEM-01,centre,46.423
W0971,LOT39,971,2026-01-09 14:39:24.005284873,CDSEM-01,centre,46.942
W0975,LOT39,975,2026-01-09 16:25:47.758720602,CDSEM-02,centre,46.357
W0978,LOT40,978,2026-01-09 19:14:24.175634917,CDSEM-01,centre,45.419
W0983,LOT40,983,2026-01-09 17:09:47.562672481,CDSEM-02,centre,44.781
W0987,LOT40,987,2026-01-09 14:40:30.206055298,CDSEM-01,centre,45.068
W0988,LOT40,988,2026-01-09 17:17:30.796897254,CDSEM-02,centre,45.556
W0990,LOT40,990,2026-01-09 17:26:26.628775422,CDSEM-02,centre,45.957
W0992,LOT40,992,2026-01-09 18:53:07.029739575,CDSEM-01,centre,45.4
W0995,LOT40,995,2026-01-09 17:56:16.303651166,CDSEM-01,centre,45.678
W0998,LOT40,998,2026-01-09 16:53:07.884368617,CDSEM-02,centre,44.449
W1000,LOT40,1000,2026-01-09 18:57:29.867898733,CDSEM-01,centre,45.329
W1006,LOT41,1006,2026-01-09 18:43:04.284840999,CDSEM-01,centre,45.594
W1008,LOT41,1008,2026-01-09 19:38:27.136322230,CDSEM-01,centre,45.009
W1009,LOT41,1009,2026-01-09 21:45:28.541451908,CDSEM-01,centre,44.477
W1010,LOT41,1010,2026-01-09 20:36:04.317727617,CDSEM-02,centre,44.891
W1011,LOT41,1011,2026-01-09 20:48:31.773702703,CDSEM-02,centre,45.824
W1016,LOT41,1016,2026-01-09 20:00:40.605378410,CDSEM-01,centre,45.84
W1018,LOT41,1018,2026-01-09 18:18:18.195774385,CDSEM-02,centre,45.825
W1021,LOT41,1021,2026-01-09 18:27:18.706158870,CDSEM-02,centre,45.77
W1023,LOT41,1023,2026-01-09 19:05:18.472496062,CDSEM-01,centre,46.375
W1026,LOT42,1026,2026-01-09 21:53:14.913131071,CDSEM-01,centre,46.45
W1027,LOT42,1027,2026-01-09 22:12:51.085027605,CDSEM-01,centre,46.552
W1029,LOT42,1029,2026-01-09 20:32:22.667551310,CDSEM-01,centre,47.237
W1030,LOT42,1030,2026-01-09 23:07:48.676884132,CDSEM-01,centre,46.733
W1034,LOT42,1034,2026-01-09 21:30:02.727200534,CDSEM-01,centre,47.344
W1035,LOT42,1035,2026-01-09 23:47:38.785602750,CDSEM-01,centre,46.705
W1036,LOT42,1036,2026-01-09 23:47:39.240073698,CDSEM-02,centre,46.733
W1045,LOT42,1045,2026-01-10 00:30:52.767140331,CDSEM-02,centre,45.4
W1047,LOT42,1047,2026-01-10 01:33:31.294183312,CDSEM-01,centre,46.451
W1050,LOT42,1050,2026-01-09 21:31:42.495926800,CDSEM-01,centre,46.444
W1054,LOT43,1054,2026-01-10 00:10:38.780238480,CDSEM-02,centre,44.786
W1056,LOT43,1056,2026-01-10 00:43:10.564544090,CDSEM-01,centre,45.54
W1057,LOT43,1057,2026-01-10 01:06:33.103431447,CDSEM-01,centre,44.83
W1058,LOT43,1058,2026-01-09 23:29:46.827113943,CDSEM-01,centre,45.31
W1059,LOT43,1059,2026-01-10 00:21:39.162650174,CDSEM-01,centre,44.665
W1065,LOT43,1065,2026-01-10 01:42:02.787535290,CDSEM-01,centre,45.48
W1067,LOT43,1067,2026-01-10 00:50:58.459100652,CDSEM-01,centre,45.354
W1070,LOT43,1070,2026-01-10 02:35:03.432542918,CDSEM-02,centre,45.857
W1071,LOT43,1071,2026-01-10 01:18:45.487916828,CDSEM-02,centre,45.663
W1073,LOT43,1073,2026-01-09 23:02:38.528288999,CDSEM-02,centre,45.079
W1076,LOT44,1076,2026-01-10 03:46:36.995815844,CDSEM-01,centre,45.004
W1077,LOT44,1077,2026-01-10 01:14:28.351363329,CDSEM-01,centre,45.377
W1083,LOT44,1083,2026-01-10 03:44:53.599156598,CDSEM-01,centre,44.8
W1090,LOT44,1090,2026-01-10 04:49:19.114805776,CDSEM-01,centre,45.069
W1092,LOT44,1092,2026-01-10 05:01:47.237219014,CDSEM-01,centre,44.746
W1093,LOT44,1093,2026-01-10 03:08:32.627052837,CDSEM-01,centre,44.988
W1094,LOT44,1094,2026-01-10 05:58:52.659190729,CDSEM-01,centre,44.901
W1095,LOT44,1095,2026-01-10 03:17:44.170640869,CDSEM-02,centre,45.21
W1100,LOT44,1100,2026-01-10 03:16:01.108378934,CDSEM-01,centre,44.897
W1101,LOT45,1101,2026-01-10 07:05:49.762669617,CDSEM-01,centre,43.816
W1103,LOT45,1103,2026-01-10 05:09:21.218362282,CDSEM-01,centre,44.569
W1107,LOT45,1107,2026-01-10 04:48:15.429884842,CDSEM-02,centre,44.941
W1113,LOT45,1113,2026-01-10 06:28:47.042894812,CDSEM-01,centre,44.561
W1116,LOT45,1116,2026-01-10 03:33:53.556584450,CDSEM-02,centre,44.749
W1117,LOT45,1117,2026-01-10 07:02:23.789745031,CDSEM-01,centre,44.905
W1118,LOT45,1118,2026-01-10 08:33:53.118754466,CDSEM-02,centre,45.577
W1120,LOT45,1120,2026-01-10 06:08:02.488186593,CDSEM-01,centre,44.963
W1123,LOT45,1123,2026-01-10 07:05:55.636334091,CDSEM-02,centre,45.054
W1125,LOT45,1125,2026-01-10 06:58:20.704146877,CDSEM-01,centre,45.184
W1128,LOT46,1128,2026-01-10 04:49:46.420691997,CDSEM-01,centre,45.168
W1131,LOT46,1131,2026-01-10 07:36:16.264477539,CDSEM-01,centre,45.168
W1132,LOT46,1132,2026-01-10 09:49:04.743162565,CDSEM-01,centre,44.719
W1136,LOT46,1136,2026-01-10 08:05:00.089286254,CDSEM-02,centre,45.257
W1137,LOT46,1137,2026-01-10 08:19:45.979576419,CDSEM-02,centre,44.157
W1138,LOT46,1138,2026-01-10 05:19:38.138815274,CDSEM-02,centre,44.375
W1140,LOT46,1140,2026-01-10 08:31:34.961899521,CDSEM-01,centre,45.005
W1142,LOT46,1142,2026-01-10 08:53:18.145508858,CDSEM-01,centre,44.469
W1146,LOT46,1146,2026-01-10 11:10:53.673676524,CDSEM-02,centre,45.359
W1151,LOT47,1151,2026-01-10 09:31:56.311931742,CDSEM-02,centre,44.265
W1155,LOT47,1155,2026-01-10 07:11:01.466465922,CDSEM-01,centre,44.497
W1157,LOT47,1157,2026-01-10 07:15:23.571766822,CDSEM-02,centre,43.839
W1160,LOT47,1160,2026-01-10 09:14:28.655428903,CDSEM-01,centre,43.65
W1165,LOT47,1165,2026-01-10 11:12:40.120544676,CDSEM-01,centre,44.561
W1166,LOT47,1166,2026-01-10 08:41:08.781288940,CDSEM-01,centre,43.87
W1167,LOT47,1167,2026-01-10 08:50:31.829090122,CDSEM-01,centre,44.557
W1171,LOT47,1171,2026-01-10 10:40:06.300313951,CDSEM-01,centre,44.198
W1172,LOT47,1172,2026-01-10 12:54:50.275544250,CDSEM-01,centre,44.454
W1175,LOT47,1175,2026-01-10 09:30:47.193489454,CDSEM-02,centre,44.192
W1182,LOT48,1182,2026-01-10 11:27:40.999263007,CDSEM-01,centre,45.254
W1187,LOT48,1187,2026-01-10 12:15:06.222382623,CDSEM-01,centre,45.427
W1189,LOT48,1189,2026-01-10 12:30:39.279482331,CDSEM-01,centre,46.02
W1191,LOT48,1191,2026-01-10 15:16:53.605089262,CDSEM-02,centre,45.432
W1192,LOT48,1192,2026-01-10 12:39:40.452806068,CDSEM-02,centre,45.991
W1193,LOT48,1193,2026-01-10 15:45:35.713275597,CDSEM-01,centre,46.362
W1194,LOT48,1194,2026-01-10 12:14:23.870656116,CDSEM-01,centre,46.215
W1196,LOT48,1196,2026-01-10 14:30:48.244228944,CDSEM-01,centre,45.948
W1198,LOT48,1198,2026-01-10 14:36:54.347229913,CDSEM-02,centre,45.156
W1199,LOT48,1199,2026-01-10 13:03:44.192879029,CDSEM-01,centre,45.22
