wafer_id,lot_id,run_index,timestamp,chamber,slot,recipe,product,wafers_since_clean,f000,f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,f014,f015,f016,f017,f018,f019,f020,f021,f022,f023,f024,f025,f026,f027,f028,f029,f030,f031,f032,f033,f034,f035,f036,f037,f038,f039,f040,f041,f042,f043,f044,f045,f046,f047,f048,f049,f050,f051,f052,f053,f054,f055,f056,f057,f058,f059,f060,f061,f062,f063,f064,f065,f066,f067,f068,f069,f070,f071,f072,f073,f074,f075,f076,f077,f078,f079,f080,f081,f082,f083,f084,f085,f086,f087,f088,f089,f090,f091,f092,f093,f094,f095,f096,f097,f098,f099,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,recipe_complete
W0585,LOT24,585,2026-01-07 18:41:26.252030130,B,10,GATE-ETCH-R7,PRD-C,185,747.35598,2.43582,0.02364,11.36260,717.12938,2.02484,-0.04617,7.69873,10.01198,0.05718,-0.00036,0.22922,9.81738,0.04925,-0.00161,0.22619,123.67154,0.97222,0.01150,4.14477,126.15553,0.96431,-0.04208,3.85057,1.19912,0.10217,0.00635,0.34613,0.86320,0.02277,0.00288,0.07650,64.77734,0.18019,0.00635,0.79663,65.40730,0.14934,0.00257,0.61406,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,0.46917,0.85930,0.27026,-1.06971,0.49506,1.08325,0.95659,0.29868,-1.80276,-1.01206,1.50566,0.83249,-0.26805,-0.38249,-0.75448,2.73762,-0.64020,-1.66502,1.29204,-2.27654,0.72927,1.31899,0.31308,-0.10711,-0.57065,-0.29694,0.68888,1.18575,-1.15258,0.64036,-0.84840,-0.32265,0.10590,0.60982,0.41297,2.24094,-0.37142,0.46621,0.38981,0.57583,0.74837,-0.29462,0.74659,-0.18743,0.08354,1.52493,-0.32415,0.78614,0.40230,-0.01962,-1.43747,-0.29120,0.60394,-0.74534,0.70281,-1.00305,-0.61146,0.33756,0.17858,1.14047,1
W0586,LOT24,586,2026-01-07 18:45:38.252030130,B,11,GATE-ETCH-R7,PRD-C,186,746.99541,2.33436,0.01482,11.50905,717.70647,3.00817,0.08071,10.95857,10.20899,0.05170,-0.00036,0.23075,10.00520,0.05947,-0.00133,0.25087,123.19761,0.82016,0.00498,3.79296,125.90670,0.96450,0.02282,3.98211,1.15933,0.07472,0.00463,0.27074,0.83482,0.01749,0.00202,0.07090,62.93654,0.18092,0.00616,0.77152,63.61463,0.15756,0.00690,0.78461,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,1.29442,-0.73022,2.32056,-0.21735,-0.89008,-0.55125,-1.04085,1.64252,-0.13472,0.15344,1.99852,0.61152,0.12960,-0.24853,-0.10291,0.09605,0.79512,1.28214,-0.86450,1.43254,-0.72224,1.96660,0.63131,0.29668,-2.43745,0.66513,1.64112,-0.06441,0.39405,2.01302,-1.39930,0.16735,0.44673,0.48832,0.80673,-0.09575,0.66476,-1.03888,-0.90151,0.58660,0.49549,0.60405,0.58680,2.07327,1.07946,2.27452,-0.10861,0.55301,1.89086,0.84544,0.08052,0.04170,0.97365,0.37490,1.10162,-1.26542,0.32478,-0.81875,0.74014,0.64524,1
W0587,LOT24,587,2026-01-07 18:49:50.252030130,B,12,GATE-ETCH-R7,PRD-C,187,751.84202,2.31850,-0.02244,11.58671,721.93713,3.08372,0.10791,13.30358,10.45202,0.04850,0.00019,0.23187,10.25085,0.05516,-0.00090,0.23584,120.97506,0.66252,0.00591,3.54945,123.08889,0.82233,0.03208,3.71284,1.04798,0.01196,-0.00050,0.05580,0.75811,0.00958,0.00020,0.03482,65.69199,0.22764,0.01027,0.95523,66.32993,0.16172,0.00603,0.74032,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,1.22143,-1.07223,0.84462,-0.44794,1.16464,1.87537,-1.69113,0.45515,-0.66298,0.44558,0.02766,0.52921,-0.15138,0.43660,-0.60224,-1.28821,-0.13603,-0.81353,0.00188,0.41026,-1.70341,0.93384,1.52292,0.87482,-1.78288,-0.04179,1.80799,-0.55457,-0.17796,0.26964,-1.63600,-0.54261,-0.24772,0.43681,-0.72801,-0.35527,0.85445,-1.04103,-2.34500,0.92247,0.63427,-0.60585,-0.11376,-0.67773,1.85860,1.57956,-0.87623,1.14041,-1.50523,1.08323,1.88667,-0.70014,0.48158,1.22223,-0.49737,-1.56317,1.76913,-0.92198,1.58606,0.15567,1
W0588,LOT24,588,2026-01-07 18:54:02.252030130,B,13,GATE-ETCH-R7,PRD-C,188,748.26090,2.72351,0.01953,12.43764,718.25549,2.57764,0.02869,10.47286,9.88354,0.05135,-0.00024,0.28861,9.67935,0.06000,0.00189,0.22795,122.40121,0.86711,0.01641,4.22793,124.91579,0.65020,0.01572,2.35892,1.16736,0.07808,0.00483,0.25584,0.83849,0.02127,0.00233,0.07907,64.64616,0.18472,0.00768,0.70534,65.23494,0.14290,0.00940,0.50594,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,0.42232,-0.34669,1.24382,0.04590,0.21563,-1.08468,-1.11707,-1.05878,0.23055,-0.83112,-0.74874,-1.14229,0.88260,-1.42458,0.29532,-0.61713,0.69877,0.83336,1.20775,1.05303,0.77684,0.50536,0.81739,-0.36787,-0.94870,-1.54292,-0.18096,0.70120,-1.88762,-0.76723,1.62285,-1.26159,0.51337,-0.14325,1.07988,-0.11345,0.90979,0.24368,-0.98860,-0.49513,1.48031,0.72788,1.12470,-1.32779,-0.96471,0.58137,-0.10320,1.04525,-0.64043,1.70614,0.23990,0.25120,-0.27354,0.07588,-1.58810,-0.31283,0.23524,-0.23925,1.20601,0.90683,1
W0589,LOT24,589,2026-01-07 18:58:14.252030130,B,14,GATE-ETCH-R7,PRD-C,189,746.03882,2.44209,-0.02972,12.94627,716.11743,2.48529,0.00970,8.02720,10.31434,0.06036,0.00096,0.30687,10.10757,0.03699,-0.00041,0.15855,122.20128,0.66056,-0.00079,2.68727,124.93837,0.78738,0.00949,3.31045,1.11844,0.04242,0.00259,0.15642,0.80659,0.01187,0.00092,0.05292,66.34126,0.17848,0.00869,0.78114,67.01727,0.12496,0.00301,0.49998,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,-0.57826,-0.75064,-1.15477,-1.63891,0.17049,-0.79036,-0.63216,-1.28563,1.53443,1.15318,2.23605,0.16930,0.21040,-0.25924,-0.75452,0.89306,1.02865,-0.02484,-0.53476,-0.54985,1.25623,0.66685,-0.01122,1.22508,1.31632,-0.55547,-0.46072,1.34678,0.44577,0.36511,-0.18768,-1.32071,1.00116,0.09832,0.37851,0.08577,-0.41226,-1.31593,1.19292,0.17066,0.86446,-0.32060,1.78195,0.12430,-0.50742,-0.22160,-0.66707,1.10698,-1.16402,-0.50610,1.16968,0.74754,-1.44734,-0.06623,-2.67457,-2.50882,1.54345,0.27336,0.65599,-0.93406,1
W0590,LOT24,590,2026-01-07 19:02:26.252030130,B,15,GATE-ETCH-R7,PRD-C,190,757.08724,3.04014,-0.01630,14.01759,726.92334,2.48214,-0.02535,10.78916,9.91784,0.05037,0.00029,0.20233,9.71159,0.05619,-0.00053,0.26047,122.69144,0.88111,-0.01190,3.84329,125.33776,0.75540,-0.01053,2.57703,1.16599,0.07839,0.00485,0.25763,0.84071,0.02363,0.00277,0.08914,67.56961,0.22911,0.01040,0.91361,68.20861,0.12624,0.00485,0.46550,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,1.27788,-0.44872,0.73862,-0.51453,1.01156,0.62195,1.87774,-0.98130,0.25025,0.28952,-0.52571,1.64941,0.21511,-0.05899,-0.43185,0.21437,0.03265,-0.03912,-0.82716,0.14626,1.20934,-0.14112,0.34260,0.60613,0.68075,1.05507,2.15517,1.69725,0.71057,1.22243,-0.78583,-0.52586,0.07304,-0.16045,1.39719,-0.60238,-1.26190,1.51210,1.75874,-0.40655,0.09669,-0.77685,0.24685,-1.04935,-0.36251,-0.28427,-1.68855,0.73568,0.24065,-1.04769,0.79776,1.69055,-0.58126,0.48553,0.21239,-2.10934,1.67037,1.01719,0.26645,-0.35167,1
W0591,LOT24,591,2026-01-07 19:06:38.252030130,B,16,GATE-ETCH-R7,PRD-C,191,761.19099,2.51132,-0.02867,12.05104,730.77401,2.05244,0.11223,9.64546,10.03961,0.05254,0.00068,0.20511,9.84082,0.04625,0.00016,0.18897,122.68427,0.90005,-0.00628,5.05802,124.84486,0.61677,0.01967,2.34678,1.15426,0.06940,0.00430,0.24790,0.83147,0.02054,0.00249,0.07380,66.41991,0.21143,0.00800,0.96105,67.13910,0.13614,-0.00035,0.53593,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,-0.10558,-1.84879,0.05683,-0.62046,1.74236,0.65866,0.70349,-0.45689,-0.16069,1.18901,-0.02178,0.16054,0.03857,1.82540,1.26832,-1.72475,-0.90411,1.98965,0.33442,-1.14913,-0.25777,-0.25298,0.04782,-1.10679,-0.14452,1.26053,2.81561,0.48812,2.00645,1.22099,0.25512,-1.00967,1.60313,-0.74306,0.15618,-0.23496,-0.57430,0.36472,2.55989,-1.13246,0.92125,1.85451,-0.77356,0.01343,-0.46798,-0.69752,0.50024,-0.24724,-0.08503,-2.09247,1.46331,-0.40615,-0.29015,1.26972,-0.40704,-0.75488,-0.04721,1.19790,-0.15351,1.38903,1
W0592,LOT24,592,2026-01-07 19:10:50.252030130,B,17,GATE-ETCH-R7,PRD-C,192,749.50384,2.40780,-0.02154,11.99680,720.55202,2.44777,-0.05406,10.13243,10.38217,0.05801,-0.00112,0.28079,10.16678,0.04406,0.00078,0.19442,123.35492,0.86308,0.00186,4.13912,125.77027,0.78433,-0.00097,3.36122,1.14503,0.06355,0.00393,0.22302,0.82744,0.01573,0.00174,0.05586,66.71144,0.23383,0.01165,0.88060,67.33921,0.16816,-0.00024,0.84479,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,-0.99571,-0.14547,-0.69049,-0.71656,-0.05792,-0.26216,1.17041,0.14382,-1.32698,1.16285,-1.11493,1.05059,1.98466,-1.08705,0.61435,0.75936,0.06154,-0.38545,0.04054,-1.03031,0.87173,0.51052,-0.98915,-1.79269,-1.92121,1.58764,1.67505,-0.80146,-1.08822,0.40254,0.91952,0.66122,0.43789,0.66676,1.81298,0.29758,0.55866,0.00852,0.40741,-0.18363,0.06779,-0.24822,0.00727,-0.30404,-1.34517,-1.71329,-0.60982,1.54146,-0.26460,0.05679,0.03766,-1.46182,1.40895,-0.52482,-0.74083,0.19704,-0.71703,0.52009,0.96028,-0.14683,1
W0593,LOT24,593,2026-01-07 19:15:02.252030130,B,18,GATE-ETCH-R7,PRD-C,193,758.63713,2.27559,-0.01447,10.23308,728.49511,2.63961,0.06709,9.83986,10.00878,0.04324,-0.00002,0.20779,9.80412,0.04199,-0.00021,0.14525,121.01500,0.79055,0.00933,4.34766,123.33871,0.85353,-0.00351,3.04471,1.10256,0.03343,0.00201,0.12888,0.79539,0.01354,0.00116,0.05086,67.34443,0.22208,0.00954,1.02131,68.01927,0.18130,0.00921,0.76084,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,0.22005,-2.51919,-0.40994,-0.18743,-0.77183,-0.59674,0.71831,-0.94731,-0.02005,2.01694,0.60190,0.77606,1.59709,0.04312,-0.48870,0.78085,0.26331,-1.10589,0.68090,-0.33025,-0.34432,0.38788,-1.08577,0.08825,-1.07761,2.42051,0.75771,-0.25703,-1.12062,0.26126,0.27068,-1.66672,0.29963,1.48858,1.01391,-0.36726,-1.30215,-0.55730,-0.56424,0.45569,-0.22392,-0.47861,0.41917,0.44591,-1.61220,-2.08651,0.35173,0.00577,0.38093,-1.59843,0.61911,-0.18573,1.11828,0.02418,-1.05898,-1.49875,-0.02119,-0.31223,0.82304,-0.87939,1
W0594,LOT24,594,2026-01-07 19:19:14.252030130,B,19,GATE-ETCH-R7,PRD-C,194,762.32245,2.68006,-0.02804,11.89131,731.19660,2.34040,-0.00502,11.65617,9.66429,0.04602,0.00018,0.22811,9.45161,0.05344,0.00025,0.24677,120.36694,0.68501,-0.00828,2.63513,122.61902,0.81862,-0.04266,3.54187,1.10648,0.03378,0.00201,0.12574,0.79241,0.01456,0.00115,0.05681,67.10769,0.20948,0.00951,1.02623,67.78329,0.13704,0.00662,0.65955,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,-1.50954,-0.75853,0.48770,-0.39838,-0.20070,-1.16656,1.59263,-0.29617,1.48477,-1.05016,-0.38239,-0.77252,1.40968,0.30551,-0.38926,0.85696,-0.74368,0.21169,0.96987,-0.35097,-1.11213,-0.82932,-0.23385,1.83423,0.07026,-0.11306,0.31363,-0.56640,-0.88558,0.08115,0.00871,0.39430,-0.82701,-1.03648,-0.56621,-1.36320,-1.52929,-1.02576,-0.53318,-2.00424,-1.01646,0.23770,-0.71583,-0.29704,0.23392,-0.97258,-1.72267,-0.60051,-0.64561,-1.14109,0.39855,-0.89972,1.44165,0.83771,-0.49508,-0.13699,-0.54652,0.49311,0.88833,-0.49350,1
W0595,LOT24,595,2026-01-07 19:23:26.252030130,B,20,GATE-ETCH-R7,PRD-C,195,756.18744,2.52741,0.03602,9.99107,725.54575,2.47801,-0.02134,8.63202,10.52724,0.04254,0.00036,0.18193,10.31515,0.05491,-0.00128,0.23913,122.23332,0.93557,0.01397,4.78980,124.62346,0.86000,0.00001,2.94933,1.09827,0.03067,0.00179,0.11115,0.79055,0.01128,0.00118,0.04683,64.86637,0.19122,0.00779,0.94714,65.50073,0.18618,0.00811,0.73296,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,-0.12742,0.95561,0.62683,-1.50885,-0.62477,-0.21440,1.42335,1.42194,1.61650,0.17333,0.51419,0.28015,-0.12239,0.63324,-0.98225,-2.36475,0.13007,1.17331,1.40688,-0.06624,-0.22644,0.45068,-0.57999,-0.61950,0.95087,0.54687,-0.74400,0.79575,-0.20775,-0.03798,0.61341,0.22747,-1.46216,-0.12491,-1.28487,-1.61440,1.18431,-0.97166,-0.77003,-0.22338,0.15002,0.17978,-1.58451,-0.85456,-0.23684,0.47522,-0.85799,0.80647,0.41216,-0.03795,-1.43005,0.66755,0.18286,-0.39623,-0.38847,-0.62455,0.77133,1.89755,1.80235,-0.30319,1
W0596,LOT24,596,2026-01-07 19:27:38.252030130,B,21,GATE-ETCH-R7,PRD-C,196,753.21209,2.00274,-0.00968,9.55547,723.63374,2.08485,-0.02004,8.29703,10.60740,0.05673,0.00096,0.24269,10.38836,0.04190,-0.00016,0.16433,122.67200,0.85764,0.00167,4.66344,124.96196,0.96953,0.00474,3.74309,1.09646,0.03219,0.00188,0.12872,0.79164,0.01323,0.00100,0.05769,65.35491,0.20261,0.00901,0.92176,65.98810,0.13642,0.00200,0.49607,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,-0.26196,-1.72878,-1.22425,-2.07992,-1.31895,-0.41033,1.02467,-0.51054,1.99351,-0.84486,-0.57298,-1.17934,-1.97314,0.21297,-0.68645,-1.70613,0.01960,-0.78722,0.10392,0.64587,-1.50630,-0.85681,-0.42620,0.11498,0.59190,-1.20040,-1.14351,0.36835,1.22416,-0.36428,-1.68092,1.51088,0.87615,-0.12429,0.54810,-0.15477,-0.74840,-0.62951,-1.69368,0.89428,0.90875,0.11678,-0.99613,-0.71986,0.47312,-1.48946,0.28788,-0.39998,0.53422,0.17362,0.95494,0.13471,0.43564,1.27221,-0.59995,0.66343,0.41434,0.26529,-0.76789,-0.81053,1
W0597,LOT24,597,2026-01-07 19:31:50.252030130,B,22,GATE-ETCH-R7,PRD-C,197,751.56454,2.54739,0.01262,9.55324,720.93348,2.39531,0.07765,9.57238,10.04783,0.04275,-0.00044,0.18312,9.86799,0.05537,0.00120,0.26940,121.48826,0.69803,0.00533,3.05585,124.10685,0.91032,-0.00571,3.42350,1.11529,0.04166,0.00253,0.13930,0.80291,0.01080,0.00081,0.04088,64.98090,0.20125,0.00880,0.80817,65.59438,0.15503,0.00006,0.55728,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,-0.22305,0.12636,-1.01926,-0.16078,0.71511,0.47440,-0.21650,-1.19408,0.88171,0.56196,0.78217,-2.97669,-1.28036,-0.88091,0.23994,-0.88336,2.03159,-1.54544,0.33874,1.33093,0.10314,-0.06910,0.42304,-0.21300,-0.91488,0.74037,-0.57317,-0.25550,0.37904,-0.92469,2.14598,1.87858,1.06847,0.21866,0.02646,-1.86650,0.02181,-0.61074,-0.41016,-0.37351,1.42709,-0.35027,-0.00324,-1.06744,-0.20305,-0.35201,2.00112,-0.10482,0.53962,0.04045,-1.14676,1.44124,-0.29231,-0.99762,0.61705,-0.13880,0.89295,2.46339,-1.42815,0.56680,1
W0598,LOT24,598,2026-01-07 19:36:02.252030130,B,23,GATE-ETCH-R7,PRD-C,198,753.10753,2.55814,-0.01094,11.60155,723.78219,2.15263,0.04726,7.52322,10.39981,0.05091,-0.00008,0.26493,10.20153,0.05242,0.00064,0.20938,122.36836,0.72409,-0.00015,3.03789,124.38969,0.81389,0.01986,3.39644,1.10949,0.04026,0.00241,0.14076,0.79830,0.01120,0.00083,0.03674,66.78225,0.22390,0.01087,0.98143,67.43251,0.16516,0.00894,0.69642,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,2.66209,0.14535,-1.42607,0.46307,0.07763,-0.02975,-1.96645,-0.98551,-0.45153,0.87520,-0.06216,0.41880,-1.07417,-0.18303,-0.10580,-0.64812,-0.65553,-1.51515,-0.82403,-0.44426,-0.26212,0.20843,2.45133,-1.27407,-1.57647,1.84503,-0.37763,-1.48759,-1.28433,-0.91334,0.60595,-0.34628,1.01574,-0.60684,-1.57814,-1.93527,1.06921,-3.15750,-0.02226,1.07833,2.79392,-0.16630,-1.19647,-1.14209,1.53031,0.35053,-1.02654,-1.96549,0.38690,0.56693,0.10404,-1.26262,-1.87330,-1.01164,-1.07898,-0.90662,0.51672,1.72586,-0.17192,1.25801,1
W0599,LOT24,599,2026-01-07 19:40:14.252030130,B,24,GATE-ETCH-R7,PRD-C,199,756.62048,2.24931,0.01777,9.85855,726.66080,3.15789,-0.11956,12.41016,10.16242,0.04940,-0.00089,0.24333,9.97360,0.04047,0.00053,0.14718,120.11521,0.82216,0.00437,3.45565,122.55820,0.77058,-0.02349,2.84286,1.04978,0.01079,-0.00018,0.05066,0.75733,0.01037,0.00005,0.03795,64.79910,0.23173,0.01043,1.12182,65.44207,0.12953,0.00154,0.46033,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,1.64988,0.32884,-0.20788,2.03051,2.21879,-1.36481,-0.02048,0.95953,1.03950,0.16508,0.27909,1.20977,0.27540,0.09320,-0.08521,0.73729,1.37360,-1.21646,-0.69629,-1.32641,0.24513,0.91996,0.41416,0.58549,-0.92170,1.31038,0.01000,-0.33038,-0.17053,-0.51715,0.70623,0.77958,1.15938,0.57603,-1.57254,-0.13155,0.41120,-1.97699,-0.96615,-0.03286,0.74406,-0.07349,-0.40672,-1.20675,0.59846,-0.65281,-1.37731,0.58872,-0.34735,0.05395,1.31098,0.05798,0.49520,0.24246,0.04756,-0.00477,0.94245,-0.67526,-0.14732,1.86458,1
W0600,LOT24,600,2026-01-07 19:44:26.252030130,B,25,GATE-ETCH-R7,PRD-C,0,746.40489,2.67087,-0.01549,15.69597,716.26058,2.77415,-0.02867,11.39513,10.27952,0.04394,0.00043,0.21380,10.07077,0.03701,0.00026,0.13804,119.62342,0.93089,0.00157,4.16896,121.95219,0.81435,0.03989,3.24175,1.00078,0.02636,-0.00152,0.11247,0.72520,0.01269,-0.00063,0.05610,63.96195,0.14782,-0.00057,0.72024,64.62098,0.17822,0.01030,0.64843,0.16170,0.67589,3.50959,0.22684,0.12803,1.86516,-1.42538,-0.35606,-0.78432,0.48029,-0.72411,-0.07255,1.66456,-0.24929,1.06517,-0.20487,1.47239,0.58893,-0.54718,0.40012,1.83400,0.13802,0.00470,2.00411,1.74679,0.57678,-0.91851,0.11491,1.71498,-0.13293,-1.18820,0.65917,-0.05985,-0.14998,-0.61020,0.07408,0.88012,-0.56548,0.11189,-1.06301,-0.06567,0.21000,0.13731,1.64161,-0.18289,-0.43190,-0.04758,-1.24959,0.71616,-1.33915,0.81029,0.74353,0.65015,-0.10503,0.28656,-0.28949,0.52938,-0.17691,0.67525,-0.81686,0.82065,0.74654,-0.22059,-1.42996,1.56758,1.33136,-0.99464,0.72571,-1.03501,-0.46930,0.09192,-0.05968,-0.11848,-0.53869,-0.97220,0.63312,1.85251,0.81095,-1.38881,0.08371,1
W0601,LOT25,601,2026-01-07 20:03:18.046937604,A,1,GATE-ETCH-R7,PRD-A,1,743.03790,2.64493,0.01572,12.46124,713.80415,1.79097,0.07003,6.66052,9.45334,0.04683,0.00053,0.23044,9.24249,0.04483,0.00148,0.15890,120.62771,0.79383,-0.00765,4.57615,123.17801,0.80154,0.03402,2.95465,0.94478,0.01851,-0.00094,0.08612,0.67892,0.01119,-0.00053,0.05081,63.53846,0.14073,-0.00058,0.52820,64.23653,0.17032,-0.00079,0.72351,-0.31505,1.07154,2.68534,-0.26446,-2.63201,-1.11947,-0.29320,0.90401,1.38751,-0.02916,0.35154,-0.45533,-0.20646,-0.34869,-1.73735,2.02796,-0.70756,0.43913,0.19136,1.16403,0.25254,1.58670,-0.26094,-0.72669,0.40840,0.21538,-0.57541,-1.42972,0.28336,0.48624,-2.36568,0.57973,-0.73312,0.50101,-0.58732,-0.67446,-1.43497,-0.53362,-0.54102,-0.18300,-1.70066,1.25203,-1.30345,-2.36223,0.87213,-1.53700,-1.89881,-0.54345,1.28365,0.14344,-0.06392,-0.39232,-0.84220,-0.30194,-0.43827,0.46949,1.79606,0.47297,0.30209,0.55731,0.92949,-0.32211,1.30290,-0.54653,-0.53146,0.81937,1.21368,-0.07305,-0.22636,-0.85805,0.27687,0.18734,-1.25653,0.45996,1.11499,0.99285,0.42904,0.41443,0.18564,-0.16648,1
W0602,LOT25,602,2026-01-07 20:07:30.046937604,A,2,GATE-ETCH-R7,PRD-A,2,755.23181,2.55646,-0.02163,10.78286,725.51238,1.84999,0.09243,7.44607,9.25176,0.03646,-0.00020,0.16589,9.06368,0.05117,0.00011,0.22764,121.74122,0.61773,0.00880,3.16909,123.71790,1.05106,-0.07187,4.83994,1.00346,0.02805,0.00164,0.09718,0.72396,0.01469,0.00150,0.05366,63.91880,0.17092,-0.00115,0.65399,64.55556,0.16811,-0.00910,0.65142,-0.31505,1.07154,2.68534,-0.26446,-2.63201,-1.11947,-0.29320,0.90401,1.38751,-0.02916,0.35154,-0.45533,-0.20646,-0.34869,-1.73735,2.02796,-0.70756,0.43913,0.19136,1.16403,0.37869,1.41816,1.05996,-1.48090,-0.81009,-0.68013,1.61769,0.85573,-0.52982,0.07162,-1.57060,-0.21024,-0.03816,-2.80573,0.15989,1.37798,-0.78284,-0.64238,0.12832,-0.00979,0.32382,0.31242,-1.81059,0.08361,-3.01127,-1.93674,0.51136,-0.05593,-0.08853,-0.83334,0.87488,0.46703,0.15286,-0.78815,-1.82750,0.74628,-0.19507,-0.56532,-0.74888,0.16473,0.29368,-0.59661,0.70420,-0.19533,1.95464,0.45522,0.34374,0.93415,-0.14840,-1.01332,-0.30489,-0.73741,-0.39453,0.99755,-0.03900,-0.14578,-0.35486,-1.51872,1.44054,-0.21369,1
W0603,LOT25,603,2026-01-07 20:11:42.046937604,A,3,GATE-ETCH-R7,PRD-A,3,759.49554,2.61252,0.02991,12.12981,728.51489,2.28049,0.05366,8.27332,9.30635,0.05330,0.00021,0.24026,9.10815,0.04171,-0.00102,0.17756,121.08133,0.85820,0.00784,3.53673,123.30226,0.74756,0.00122,3.07654,0.97236,0.01012,0.00021,0.04666,0.70329,0.00999,-0.00020,0.03988,64.87843,0.12984,0.00124,0.71948,65.52184,0.13769,-0.00203,0.61545,-0.31505,1.07154,2.68534,-0.26446,-2.63201,-1.11947,-0.29320,0.90401,1.38751,-0.02916,0.35154,-0.45533,-0.20646,-0.34869,-1.73735,2.02796,-0.70756,0.43913,0.19136,1.16403,0.13914,0.91190,0.02532,-0.66387,-0.44328,0.81034,0.97783,-0.11646,-1.33280,0.66046,-1.25735,0.56827,0.13624,-2.58426,-0.12874,-0.33641,-0.23638,0.53232,2.02346,-0.62694,0.19374,1.23668,-1.43953,-0.34804,-1.26821,-0.44825,0.13483,-0.75851,-1.87520,-2.99941,0.26609,-0.28263,1.08279,0.93683,0.74716,1.56375,0.35636,-0.22982,-0.39721,-0.31399,-0.29377,-0.52600,1.24162,0.17406,1.09706,0.06658,0.73991,2.63862,-0.38548,1.09126,-1.00885,0.34279,-1.48324,-0.09908,1.61861,0.93405,-0.19492,-0.33426,0.96485,-0.50772,1
